question_id,scene_id,image_path,question_type,question,choice_a,choice_b,choice_c,choice_d,answer_label,difficulty,visibility,layout_family,ood_axis,trace_target_zone,trace_clog_location,trace_gate_state,trace_bubble_position,trace_satellite_side,trace_fluorescent_count
raw_q_6385885d2e3b14,raw_mf_00424,images/raw_mf_00424.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,noisy,standard,standard,upper,none,lower,lower,not_visible,3
raw_q_0a7c771ca52bdc,raw_mf_00424,images/raw_mf_00424.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,medium,noisy,standard,standard,upper,none,lower,lower,not_visible,3
raw_q_51ccb5a488b3b9,raw_mf_00425,images/raw_mf_00425.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,medium,noisy,wide,dense_debris,lower,lower,junction,lower,downstream,0
raw_q_89a935d26a49b0,raw_mf_00425,images/raw_mf_00425.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,D,medium,noisy,wide,dense_debris,lower,lower,junction,lower,downstream,0
raw_q_bfb1faf89e2bc0,raw_mf_00425,images/raw_mf_00425.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,medium,noisy,wide,dense_debris,lower,lower,junction,lower,downstream,0
raw_q_61cc8bd62bac3d,raw_mf_00426,images/raw_mf_00426.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,hard,low_contrast,standard,partial_occlusion,upper,lower,junction,lower,both,1
raw_q_f3f9e96adaf0ad,raw_mf_00426,images/raw_mf_00426.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,hard,low_contrast,standard,partial_occlusion,upper,lower,junction,lower,both,1
raw_q_ff2a37a3833cd1,raw_mf_00426,images/raw_mf_00426.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,hard,low_contrast,standard,partial_occlusion,upper,lower,junction,lower,both,1
raw_q_ab7cffaddc54ef,raw_mf_00427,images/raw_mf_00427.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,easy,clear,compact,standard,center,none,lower,none,upstream,0
raw_q_2eddf12edff3ee,raw_mf_00427,images/raw_mf_00427.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,easy,clear,compact,standard,center,none,lower,none,upstream,0
raw_q_fb4f885f0a2881,raw_mf_00427,images/raw_mf_00427.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,easy,clear,compact,standard,center,none,lower,none,upstream,0
raw_q_078479643ea49f,raw_mf_00428,images/raw_mf_00428.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,medium,noisy,wide,standard,center,junction,junction,none,not_visible,3
raw_q_1dcdb74f52127c,raw_mf_00428,images/raw_mf_00428.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,noisy,wide,standard,center,junction,junction,none,not_visible,3
raw_q_87c5b4c76242ca,raw_mf_00428,images/raw_mf_00428.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,medium,noisy,wide,standard,center,junction,junction,none,not_visible,3
raw_q_641c637ee67bb6,raw_mf_00429,images/raw_mf_00429.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,easy,clear,compact,standard,center,junction,upper,junction,not_visible,1
raw_q_f19c9de5732f12,raw_mf_00429,images/raw_mf_00429.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,easy,clear,compact,standard,center,junction,upper,junction,not_visible,1
raw_q_122dbb8c316ff3,raw_mf_00429,images/raw_mf_00429.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,easy,clear,compact,standard,center,junction,upper,junction,not_visible,1
raw_q_6c77eb0c450ebe,raw_mf_00430,images/raw_mf_00430.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,C,medium,low_contrast,standard,dense_debris,lower,lower,inlet,upper,not_visible,3
raw_q_5f3d7543769444,raw_mf_00430,images/raw_mf_00430.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,medium,low_contrast,standard,dense_debris,lower,lower,inlet,upper,not_visible,3
raw_q_8a18d21f33ce8b,raw_mf_00430,images/raw_mf_00430.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,medium,low_contrast,standard,dense_debris,lower,lower,inlet,upper,not_visible,3
raw_q_62fa8c5b5b9dfc,raw_mf_00431,images/raw_mf_00431.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,low_contrast,standard,standard,upper,junction,lower,junction,downstream,1
raw_q_5a5b743fd6169a,raw_mf_00431,images/raw_mf_00431.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,medium,low_contrast,standard,standard,upper,junction,lower,junction,downstream,1
raw_q_88e855d118abed,raw_mf_00431,images/raw_mf_00431.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,medium,low_contrast,standard,standard,upper,junction,lower,junction,downstream,1
raw_q_0b3aa8094c5c41,raw_mf_00432,images/raw_mf_00432.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,easy,clear,standard,dim_fluorescence,lower,none,lower,upper,downstream,4
raw_q_0a5f485fdc051b,raw_mf_00432,images/raw_mf_00432.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,easy,clear,standard,dim_fluorescence,lower,none,lower,upper,downstream,4
raw_q_0ac243b62d9cef,raw_mf_00432,images/raw_mf_00432.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,easy,clear,standard,dim_fluorescence,lower,none,lower,upper,downstream,4
raw_q_31c73c4a6069ab,raw_mf_00433,images/raw_mf_00433.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,A,medium,clear,standard,standard,center,none,upper,lower,upstream,1
raw_q_4a58557922101d,raw_mf_00433,images/raw_mf_00433.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,medium,clear,standard,standard,center,none,upper,lower,upstream,1
raw_q_65ed8ac75152d1,raw_mf_00433,images/raw_mf_00433.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,medium,clear,standard,standard,center,none,upper,lower,upstream,1
raw_q_da957675a6acdf,raw_mf_00434,images/raw_mf_00434.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,noisy,standard,dense_debris,upper,none,upper,junction,upstream,1
raw_q_519197965a71a7,raw_mf_00434,images/raw_mf_00434.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,medium,noisy,standard,dense_debris,upper,none,upper,junction,upstream,1
raw_q_c3d44c9615dfc6,raw_mf_00434,images/raw_mf_00434.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,medium,noisy,standard,dense_debris,upper,none,upper,junction,upstream,1
raw_q_f731ab9f747aae,raw_mf_00435,images/raw_mf_00435.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,crowded,standard,dense_debris,upper,none,junction,lower,downstream,3
raw_q_d7e1dd6492d43d,raw_mf_00435,images/raw_mf_00435.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,medium,crowded,standard,dense_debris,upper,none,junction,lower,downstream,3
raw_q_90508c58004d49,raw_mf_00435,images/raw_mf_00435.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,medium,crowded,standard,dense_debris,upper,none,junction,lower,downstream,3
raw_q_5cd01d4b3b80c3,raw_mf_00436,images/raw_mf_00436.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,easy,clear,standard,standard,lower,none,inlet,upper,both,3
raw_q_5022c159cce7c5,raw_mf_00436,images/raw_mf_00436.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,easy,clear,standard,standard,lower,none,inlet,upper,both,3
raw_q_b9e40a889fce61,raw_mf_00436,images/raw_mf_00436.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,C,easy,clear,standard,standard,lower,none,inlet,upper,both,3
raw_q_b8eba4d3c22313,raw_mf_00437,images/raw_mf_00437.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,medium,low_contrast,compact,standard,lower,none,upper,junction,downstream,1
raw_q_f8e88b8bfec4d0,raw_mf_00437,images/raw_mf_00437.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,medium,low_contrast,compact,standard,lower,none,upper,junction,downstream,1
raw_q_14def5311ccb05,raw_mf_00437,images/raw_mf_00437.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,medium,low_contrast,compact,standard,lower,none,upper,junction,downstream,1
raw_q_90d8a2e75ef503,raw_mf_00438,images/raw_mf_00438.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,medium,low_contrast,standard,standard,lower,none,junction,none,not_visible,1
raw_q_11912cf846356e,raw_mf_00438,images/raw_mf_00438.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,low_contrast,standard,standard,lower,none,junction,none,not_visible,1
raw_q_b11047cd988b4e,raw_mf_00438,images/raw_mf_00438.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,medium,low_contrast,standard,standard,lower,none,junction,none,not_visible,1
raw_q_370d25631cbf9b,raw_mf_00439,images/raw_mf_00439.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,medium,noisy,standard,partial_occlusion,lower,junction,lower,junction,upstream,3
raw_q_2bfa49245a6e83,raw_mf_00439,images/raw_mf_00439.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,medium,noisy,standard,partial_occlusion,lower,junction,lower,junction,upstream,3
raw_q_a8e2c784d1332a,raw_mf_00439,images/raw_mf_00439.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,medium,noisy,standard,partial_occlusion,lower,junction,lower,junction,upstream,3
raw_q_0e4d85fb7df711,raw_mf_00440,images/raw_mf_00440.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,A,medium,low_contrast,standard,standard,inlet,none,upper,none,downstream,0
raw_q_5abc1643c5f2fc,raw_mf_00440,images/raw_mf_00440.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,medium,low_contrast,standard,standard,inlet,none,upper,none,downstream,0
raw_q_7d0743a674a2e9,raw_mf_00440,images/raw_mf_00440.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,low_contrast,standard,standard,inlet,none,upper,none,downstream,0
raw_q_9efe57fe7840b1,raw_mf_00441,images/raw_mf_00441.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,hard,noisy,compact,partial_occlusion,upper,none,lower,lower,not_visible,0
raw_q_7dca5dfadbf7df,raw_mf_00441,images/raw_mf_00441.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,hard,noisy,compact,partial_occlusion,upper,none,lower,lower,not_visible,0
raw_q_ffb0de785869ec,raw_mf_00441,images/raw_mf_00441.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,hard,noisy,compact,partial_occlusion,upper,none,lower,lower,not_visible,0
raw_q_c5c58ab4a1352b,raw_mf_00442,images/raw_mf_00442.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,medium,noisy,wide,standard,upper,lower,upper,upper,downstream,1
raw_q_33e4affcd6d9d0,raw_mf_00442,images/raw_mf_00442.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,medium,noisy,wide,standard,upper,lower,upper,upper,downstream,1
raw_q_56269a41030576,raw_mf_00442,images/raw_mf_00442.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,medium,noisy,wide,standard,upper,lower,upper,upper,downstream,1
raw_q_6802817f67ba6d,raw_mf_00443,images/raw_mf_00443.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,C,easy,clear,compact,standard,center,junction,upper,upper,downstream,0
raw_q_6a12fe809aea83,raw_mf_00443,images/raw_mf_00443.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,easy,clear,compact,standard,center,junction,upper,upper,downstream,0
raw_q_1b1793e832513a,raw_mf_00443,images/raw_mf_00443.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,easy,clear,compact,standard,center,junction,upper,upper,downstream,0
raw_q_d8ce2beeca46db,raw_mf_00444,images/raw_mf_00444.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,hard,noisy,wide,dense_debris,lower,lower,lower,lower,both,2
raw_q_f1d790ea6ee445,raw_mf_00444,images/raw_mf_00444.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,hard,noisy,wide,dense_debris,lower,lower,lower,lower,both,2
raw_q_946f821c9f7ccc,raw_mf_00444,images/raw_mf_00444.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,hard,noisy,wide,dense_debris,lower,lower,lower,lower,both,2
raw_q_4f4527d2d7b2a8,raw_mf_00445,images/raw_mf_00445.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,medium,low_contrast,standard,standard,lower,inlet,junction,junction,upstream,4
raw_q_4ddb3aaea6da14,raw_mf_00445,images/raw_mf_00445.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,medium,low_contrast,standard,standard,lower,inlet,junction,junction,upstream,4
raw_q_38c8b822d9e74e,raw_mf_00445,images/raw_mf_00445.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,medium,low_contrast,standard,standard,lower,inlet,junction,junction,upstream,4
raw_q_3668c3a424b728,raw_mf_00446,images/raw_mf_00446.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,hard,noisy,wide,standard,upper,inlet,junction,none,not_visible,0
raw_q_f9d63f8a57c3be,raw_mf_00446,images/raw_mf_00446.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,hard,noisy,wide,standard,upper,inlet,junction,none,not_visible,0
raw_q_fd9d35b03389c5,raw_mf_00446,images/raw_mf_00446.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,hard,noisy,wide,standard,upper,inlet,junction,none,not_visible,0
raw_q_a265ebb944b2f3,raw_mf_00447,images/raw_mf_00447.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,medium,noisy,standard,standard,center,none,lower,junction,downstream,1
raw_q_28fc8c74607bb8,raw_mf_00447,images/raw_mf_00447.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,medium,noisy,standard,standard,center,none,lower,junction,downstream,1
raw_q_febb33cc5311e8,raw_mf_00447,images/raw_mf_00447.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,medium,noisy,standard,standard,center,none,lower,junction,downstream,1
raw_q_f7e2b848bda563,raw_mf_00448,images/raw_mf_00448.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,easy,clear,compact,standard,upper,junction,junction,upper,both,0
raw_q_4239a79c7c6c54,raw_mf_00448,images/raw_mf_00448.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,easy,clear,compact,standard,upper,junction,junction,upper,both,0
raw_q_943d26924ba7e2,raw_mf_00448,images/raw_mf_00448.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,C,easy,clear,compact,standard,upper,junction,junction,upper,both,0
raw_q_0eeb6006a92a62,raw_mf_00449,images/raw_mf_00449.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,noisy,wide,standard,upper,junction,junction,upper,not_visible,0
raw_q_08dd873ef17eac,raw_mf_00449,images/raw_mf_00449.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,medium,noisy,wide,standard,upper,junction,junction,upper,not_visible,0
raw_q_298bc3998b57ea,raw_mf_00449,images/raw_mf_00449.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,medium,noisy,wide,standard,upper,junction,junction,upper,not_visible,0
raw_q_89ae2aabe2277e,raw_mf_00450,images/raw_mf_00450.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,hard,noisy,compact,dense_debris,upper,junction,upper,none,not_visible,2
raw_q_dba7e4d4f1ba50,raw_mf_00450,images/raw_mf_00450.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,hard,noisy,compact,dense_debris,upper,junction,upper,none,not_visible,2
raw_q_fea0409774a620,raw_mf_00450,images/raw_mf_00450.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,hard,noisy,compact,dense_debris,upper,junction,upper,none,not_visible,2
raw_q_cc5bfcab5641b9,raw_mf_00451,images/raw_mf_00451.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,hard,low_contrast,standard,partial_occlusion,lower,none,junction,none,both,4
raw_q_1254d8e14cec17,raw_mf_00451,images/raw_mf_00451.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,hard,low_contrast,standard,partial_occlusion,lower,none,junction,none,both,4
raw_q_71ec5427e9af97,raw_mf_00451,images/raw_mf_00451.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,hard,low_contrast,standard,partial_occlusion,lower,none,junction,none,both,4
raw_q_0b365717cfcaf2,raw_mf_00452,images/raw_mf_00452.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,medium,noisy,wide,standard,center,inlet,junction,upper,downstream,1
raw_q_31498aed28f575,raw_mf_00452,images/raw_mf_00452.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,medium,noisy,wide,standard,center,inlet,junction,upper,downstream,1
raw_q_208bcf08e440d7,raw_mf_00452,images/raw_mf_00452.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,C,medium,noisy,wide,standard,center,inlet,junction,upper,downstream,1
raw_q_5aba406c7a9a92,raw_mf_00453,images/raw_mf_00453.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,hard,crowded,compact,dense_debris,lower,none,inlet,upper,not_visible,1
raw_q_e59978202a9357,raw_mf_00453,images/raw_mf_00453.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,C,hard,crowded,compact,dense_debris,lower,none,inlet,upper,not_visible,1
raw_q_3b67ea79a0b8b4,raw_mf_00453,images/raw_mf_00453.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,hard,crowded,compact,dense_debris,lower,none,inlet,upper,not_visible,1
raw_q_95bab9845e620e,raw_mf_00454,images/raw_mf_00454.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,medium,clear,compact,dense_debris,upper,none,upper,none,downstream,2
raw_q_632db4010ed1a4,raw_mf_00454,images/raw_mf_00454.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,medium,clear,compact,dense_debris,upper,none,upper,none,downstream,2
raw_q_097a8a2150b521,raw_mf_00454,images/raw_mf_00454.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,medium,clear,compact,dense_debris,upper,none,upper,none,downstream,2
raw_q_a29d2f37d5a535,raw_mf_00455,images/raw_mf_00455.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,medium,noisy,wide,dense_debris,inlet,inlet,junction,lower,downstream,3
raw_q_52b4441d577cb1,raw_mf_00455,images/raw_mf_00455.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,medium,noisy,wide,dense_debris,inlet,inlet,junction,lower,downstream,3
raw_q_2bc8225209ea27,raw_mf_00455,images/raw_mf_00455.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,D,medium,noisy,wide,dense_debris,inlet,inlet,junction,lower,downstream,3
raw_q_ad4aff6c8739d0,raw_mf_00456,images/raw_mf_00456.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,low_contrast,wide,standard,inlet,lower,inlet,none,downstream,3
raw_q_1b9fdfd5dddfc4,raw_mf_00456,images/raw_mf_00456.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,medium,low_contrast,wide,standard,inlet,lower,inlet,none,downstream,3
raw_q_ff38a28026f52b,raw_mf_00456,images/raw_mf_00456.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,medium,low_contrast,wide,standard,inlet,lower,inlet,none,downstream,3
raw_q_192591a3d38c7e,raw_mf_00457,images/raw_mf_00457.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,hard,noisy,standard,dense_debris,center,none,lower,lower,downstream,2
raw_q_2ea46e687c1b99,raw_mf_00457,images/raw_mf_00457.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,D,hard,noisy,standard,dense_debris,center,none,lower,lower,downstream,2
raw_q_0da3abd942d174,raw_mf_00457,images/raw_mf_00457.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,hard,noisy,standard,dense_debris,center,none,lower,lower,downstream,2
raw_q_a45b9840f7560c,raw_mf_00458,images/raw_mf_00458.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,medium,noisy,compact,standard,center,junction,inlet,lower,downstream,1
raw_q_14a55a13ed7016,raw_mf_00458,images/raw_mf_00458.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,medium,noisy,compact,standard,center,junction,inlet,lower,downstream,1
raw_q_da17276a248b02,raw_mf_00458,images/raw_mf_00458.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,medium,noisy,compact,standard,center,junction,inlet,lower,downstream,1
raw_q_ee461f8c2655b5,raw_mf_00459,images/raw_mf_00459.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,easy,clear,compact,standard,lower,inlet,inlet,junction,both,4
raw_q_1ed7eae2c032f0,raw_mf_00459,images/raw_mf_00459.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,easy,clear,compact,standard,lower,inlet,inlet,junction,both,4
raw_q_0dbdbe4f67e027,raw_mf_00459,images/raw_mf_00459.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,easy,clear,compact,standard,lower,inlet,inlet,junction,both,4
raw_q_8c46e5b3a0d77c,raw_mf_00460,images/raw_mf_00460.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,medium,clear,wide,standard,center,junction,junction,junction,not_visible,4
raw_q_8d2c43a9a72b8d,raw_mf_00460,images/raw_mf_00460.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,medium,clear,wide,standard,center,junction,junction,junction,not_visible,4
raw_q_5ee8529402c76a,raw_mf_00460,images/raw_mf_00460.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,clear,wide,standard,center,junction,junction,junction,not_visible,4
raw_q_59c36805a31e5e,raw_mf_00461,images/raw_mf_00461.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,easy,noisy,standard,standard,inlet,none,inlet,none,upstream,3
raw_q_2a8791a889e8c8,raw_mf_00461,images/raw_mf_00461.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,easy,noisy,standard,standard,inlet,none,inlet,none,upstream,3
raw_q_37abb9aff8898a,raw_mf_00461,images/raw_mf_00461.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,easy,noisy,standard,standard,inlet,none,inlet,none,upstream,3
raw_q_e6dd163a4055f8,raw_mf_00462,images/raw_mf_00462.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,crowded,standard,dim_fluorescence,center,junction,junction,upper,not_visible,0
raw_q_a125b9ba087fdf,raw_mf_00462,images/raw_mf_00462.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,medium,crowded,standard,dim_fluorescence,center,junction,junction,upper,not_visible,0
raw_q_4e6ac97aea37b6,raw_mf_00462,images/raw_mf_00462.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,medium,crowded,standard,dim_fluorescence,center,junction,junction,upper,not_visible,0
raw_q_f4a24cee0e9cc1,raw_mf_00463,images/raw_mf_00463.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,crowded,compact,dense_debris,inlet,junction,junction,lower,downstream,0
raw_q_a5539cecdc94d0,raw_mf_00463,images/raw_mf_00463.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,hard,crowded,compact,dense_debris,inlet,junction,junction,lower,downstream,0
